CaseID,Activity,Timestamp,Resource
1020,2,2011-01-26 06:12:39+00:00,7
1020,3,2011-02-25 06:13:02+00:00,1
1021,0,2011-01-12 11:30:57+00:00,14
1021,1,2011-01-12 11:53:15+00:00,10
1021,4,2011-01-12 11:53:42+00:00,10
1021,1,2011-01-21 06:28:56+00:00,10
1021,2,2011-01-21 06:29:04+00:00,10
1021,3,2011-02-20 06:29:56+00:00,1
1022,0,2011-01-12 12:31:23+00:00,14
1022,0,2011-01-28 15:42:22+00:00,0
1022,1,2011-01-28 15:42:28+00:00,0
1022,2,2011-01-31 06:41:02+00:00,9
1022,3,2011-02-15 06:41:22+00:00,1
1023,0,2011-01-12 14:35:03+00:00,14
1023,1,2011-01-14 09:26:55+00:00,11
1023,2,2011-01-14 09:27:11+00:00,11
1023,3,2011-02-12 14:40:33+00:00,1
1024,0,2011-01-12 14:57:28+00:00,14
1024,1,2011-01-14 06:21:49+00:00,0
1024,4,2011-01-14 06:41:51+00:00,0
1024,1,2011-01-27 07:04:46+00:00,0
1024,2,2011-01-27 07:04:52+00:00,0
1024,3,2011-02-26 07:05:19+00:00,1
1025,0,2011-01-13 08:59:41+00:00,15
1025,0,2011-01-27 06:24:52+00:00,0
1025,1,2011-01-27 06:24:59+00:00,0
1025,4,2011-02-04 11:41:14+00:00,10
1025,1,2011-02-10 07:17:14+00:00,10
1025,2,2011-02-10 07:17:37+00:00,10
1025,3,2011-03-12 07:18:05+00:00,1
1026,0,2011-01-13 09:40:05+00:00,14
1026,1,2011-01-18 15:08:56+00:00,0
1026,2,2011-01-18 15:09:14+00:00,0
1026,3,2011-03-13 09:51:06+00:00,1
1027,0,2011-01-13 09:48:42+00:00,14
1027,1,2011-01-21 08:28:37+00:00,0
1027,2,2011-01-21 13:46:34+00:00,0
1027,1,2011-01-24 12:27:01+00:00,0
1027,4,2011-01-24 13:28:36+00:00,0
1027,1,2011-02-01 08:45:03+00:00,0
1027,2,2011-02-01 08:51:01+00:00,0
1027,3,2011-02-16 08:51:17+00:00,1
1028,0,2011-01-13 12:32:17+00:00,14
1028,0,2011-01-17 14:34:43+00:00,0
1028,1,2011-01-18 14:07:38+00:00,0
1028,2,2011-01-18 14:21:17+00:00,0
1028,3,2011-02-19 12:40:57+00:00,1
1029,0,2011-01-13 13:12:12+00:00,0
1029,1,2011-01-13 13:12:33+00:00,0
1029,2,2011-01-13 14:23:59+00:00,0
1029,3,2011-02-15 13:20:47+00:00,1
1030,0,2011-01-13 13:40:44+00:00,14
1030,0,2011-01-13 14:32:08+00:00,0
1030,1,2011-01-13 14:32:18+00:00,0
1030,2,2011-01-13 14:32:32+00:00,0
1030,3,2011-02-15 13:50:23+00:00,1
1031,0,2011-01-13 15:03:47+00:00,14
1031,0,2011-01-28 15:43:23+00:00,0
1031,1,2011-01-28 15:43:29+00:00,0
1031,1,2011-02-04 14:50:59+00:00,10
1031,2,2011-02-04 14:52:44+00:00,10
1031,3,2011-02-19 14:52:57+00:00,1
1032,0,2011-01-14 07:39:50+00:00,14
1032,1,2011-01-20 10:04:43+00:00,11
1032,2,2011-02-03 12:41:13+00:00,11
1032,3,2011-02-18 12:41:29+00:00,1
1033,0,2011-01-14 09:24:59+00:00,14
1033,0,2011-01-14 09:35:55+00:00,14
1033,1,2011-01-28 14:45:04+00:00,14
1033,2,2011-01-28 14:45:43+00:00,14
1033,3,2011-02-16 09:30:39+00:00,1
1034,0,2011-01-14 13:15:21+00:00,14
1034,1,2011-01-27 06:06:37+00:00,0
1034,2,2011-01-27 08:19:15+00:00,0
1034,3,2011-02-26 08:19:37+00:00,1
1035,0,2011-01-17 07:18:12+00:00,14
1035,0,2011-01-27 06:10:17+00:00,0
1035,1,2011-01-27 06:10:24+00:00,0
1035,4,2011-01-31 08:34:12+00:00,15
1035,1,2011-01-31 13:13:36+00:00,15
1035,2,2011-01-31 13:13:48+00:00,15
1035,3,2011-03-02 13:14:08+00:00,1
1036,0,2011-01-17 08:10:54+00:00,14
1036,1,2011-01-20 09:01:42+00:00,0
1036,2,2011-02-28 07:40:39+00:00,0
1036,3,2011-03-15 07:40:57+00:00,1
1037,0,2011-01-17 08:36:18+00:00,0
1037,1,2011-01-27 09:15:35+00:00,0
1037,2,2011-01-27 09:23:25+00:00,0
1037,3,2011-02-17 08:40:18+00:00,1
1038,0,2011-01-17 09:16:15+00:00,14
1038,0,2011-01-27 06:35:28+00:00,0
1038,1,2011-01-27 06:35:33+00:00,0
1038,4,2011-01-27 12:29:14+00:00,10
1038,1,2011-02-04 09:48:40+00:00,10
1038,2,2011-02-04 09:48:48+00:00,10
1038,3,2011-02-19 09:49:06+00:00,1
1039,0,2011-01-17 13:07:58+00:00,14
1039,0,2011-01-17 14:23:18+00:00,0
1039,1,2011-01-24 08:58:09+00:00,15
1039,4,2011-02-03 12:27:46+00:00,11
1039,1,2011-02-10 14:01:22+00:00,11
1039,2,2011-02-10 14:02:15+00:00,11
1039,3,2011-02-25 14:02:27+00:00,1
1040,0,2011-01-18 07:52:17+00:00,0
1040,1,2011-01-18 14:49:03+00:00,0
1040,2,2011-01-20 12:46:44+00:00,0
1040,3,2011-02-18 08:00:28+00:00,1
1041,0,2011-01-18 08:51:20+00:00,0
1041,0,2011-01-21 09:48:06+00:00,0
1041,1,2011-01-21 09:48:50+00:00,0
1041,4,2011-01-25 07:52:16+00:00,10
1041,1,2011-01-25 09:03:37+00:00,10
1041,2,2011-01-25 09:03:46+00:00,10
1041,3,2011-02-18 11:10:23+00:00,1
1042,0,2011-01-18 12:21:08+00:00,0
1042,1,2011-01-19 07:00:28+00:00,11
1042,2,2011-01-21 12:18:26+00:00,11
1042,3,2011-02-18 12:30:18+00:00,1
1043,0,2011-01-18 12:22:33+00:00,0
1043,1,2011-01-20 09:20:17+00:00,7
1043,2,2011-01-20 09:21:12+00:00,7
1043,3,2011-02-18 12:30:18+00:00,1
1044,0,2011-01-18 12:23:46+00:00,0
1044,1,2011-01-18 12:36:54+00:00,7
1044,2,2011-01-18 12:46:57+00:00,7
1044,3,2011-02-18 12:30:27+00:00,1
1045,0,2011-01-18 14:32:02+00:00,11
1045,1,2011-01-18 14:43:29+00:00,11
1045,2,2011-01-21 12:20:57+00:00,11
1045,1,2011-01-21 14:26:59+00:00,14
1045,2,2011-01-28 14:51:13+00:00,11
1045,3,2011-03-05 14:40:35+00:00,1
1046,0,2011-01-18 15:07:06+00:00,3
1046,1,2011-01-24 09:23:04+00:00,0
1046,2,2011-01-24 09:53:42+00:00,0
1046,3,2011-02-18 15:01:25+00:00,1
1047,0,2011-01-19 07:17:21+00:00,11
1047,1,2011-01-25 08:28:10+00:00,10
1047,4,2011-01-25 14:33:05+00:00,0
1047,1,2011-02-09 09:37:25+00:00,0
1047,2,2011-02-09 09:37:34+00:00,0
1047,3,2011-03-05 12:20:39+00:00,1
1048,0,2011-01-19 08:08:18+00:00,0
1048,1,2011-02-04 14:33:09+00:00,10
1048,2,2011-02-07 08:48:08+00:00,10
1048,3,2011-02-22 08:48:21+00:00,1
1049,0,2011-01-19 12:25:08+00:00,0
1049,1,2011-01-21 08:59:39+00:00,0
1049,2,2011-01-21 09:00:43+00:00,0
1049,3,2011-02-19 12:31:21+00:00,1
1050,0,2011-01-19 12:55:14+00:00,11
1050,1,2011-01-19 12:55:35+00:00,11
1050,2,2011-01-20 13:21:38+00:00,11
1050,1,2011-01-24 11:38:44+00:00,0
1050,2,2011-02-28 07:40:26+00:00,0
1050,3,2011-03-15 07:40:47+00:00,1
1051,0,2011-01-20 08:39:28+00:00,3
1051,1,2011-02-04 06:49:42+00:00,10
1051,4,2011-02-07 11:34:18+00:00,10
1051,1,2011-02-23 08:33:20+00:00,10
1051,2,2011-02-23 12:03:28+00:00,10
1051,3,2011-03-10 12:03:39+00:00,1
1052,0,2011-01-20 09:14:36+00:00,11
1052,0,2011-02-01 09:25:42+00:00,11
1052,1,2011-02-01 09:26:01+00:00,11
1052,2,2011-02-01 12:04:02+00:00,2
1052,3,2011-03-05 09:20:26+00:00,1
1053,0,2011-01-21 07:43:13+00:00,14
1053,1,2011-01-27 06:24:28+00:00,0
1053,2,2011-02-15 14:59:21+00:00,0
1053,3,2011-03-02 14:59:30+00:00,1
1054,0,2011-01-21 07:47:20+00:00,0
1054,1,2011-02-07 07:19:45+00:00,0
1054,2,2011-02-10 07:01:20+00:00,0
1054,3,2011-02-25 07:01:35+00:00,1
1055,0,2011-01-21 09:48:01+00:00,15
1055,1,2011-01-26 06:30:24+00:00,0
1055,2,2011-02-16 08:30:36+00:00,0
1055,3,2011-03-03 08:30:53+00:00,1
1056,0,2011-01-21 12:01:30+00:00,14
1056,1,2011-01-24 07:36:07+00:00,8
1056,2,2011-01-26 07:52:05+00:00,8
1056,3,2011-03-06 12:11:02+00:00,1
1057,0,2011-01-24 06:35:38+00:00,14
1057,0,2011-01-25 08:18:18+00:00,3
1057,1,2011-01-27 09:07:33+00:00,0
1057,2,2011-02-08 08:21:27+00:00,3
1057,3,2011-03-11 06:40:51+00:00,1
1058,0,2011-01-24 07:11:48+00:00,14
1058,1,2011-01-24 08:13:51+00:00,0
1058,5,2011-01-24 08:14:18+00:00,0
1058,5,2011-01-24 09:19:22+00:00,0
1058,2,2011-02-14 07:41:50+00:00,0
1058,3,2011-03-16 07:42:00+00:00,1
1059,0,2011-01-24 07:59:18+00:00,14
1059,1,2011-02-04 06:57:07+00:00,10
1059,4,2011-02-07 11:33:56+00:00,10
1059,1,2011-02-23 08:34:24+00:00,10
1059,2,2011-02-23 12:03:40+00:00,10
1059,3,2011-03-10 12:03:49+00:00,1
1060,0,2011-01-24 09:48:44+00:00,14
1060,1,2011-01-27 07:12:41+00:00,0
1060,2,2011-02-18 12:02:41+00:00,0
1060,3,2011-03-05 12:02:50+00:00,1
1061,0,2011-01-24 14:04:35+00:00,14
1061,0,2011-01-27 06:02:12+00:00,0
1061,1,2011-01-27 06:02:19+00:00,0
1061,4,2011-01-27 13:10:17+00:00,10
1061,1,2011-02-04 06:21:30+00:00,10
1061,2,2011-02-04 06:21:46+00:00,10
1061,3,2011-03-09 14:10:34+00:00,1
1062,0,2011-01-25 08:24:05+00:00,14
1062,1,2011-01-25 08:27:28+00:00,10
1062,4,2011-02-07 09:46:48+00:00,10
1062,1,2011-02-23 12:17:33+00:00,10
1062,2,2011-02-23 12:17:44+00:00,10
1062,3,2011-03-10 12:18:01+00:00,1
1063,0,2011-01-25 09:52:19+00:00,14
1063,1,2011-01-25 11:33:42+00:00,0
1063,2,2011-01-25 11:34:09+00:00,0
1063,1,2011-01-27 09:05:03+00:00,0
1063,2,2011-02-21 12:21:10+00:00,0
1063,3,2011-03-08 12:21:25+00:00,1
1064,0,2011-01-25 09:58:52+00:00,14
1064,1,2011-01-25 11:32:54+00:00,0
1064,2,2011-01-25 11:33:25+00:00,0
1064,3,2011-03-12 10:00:40+00:00,1
1065,0,2011-01-25 11:15:31+00:00,14
1065,1,2011-01-25 11:15:58+00:00,14
1065,2,2011-02-14 09:48:42+00:00,3
1065,3,2011-03-01 09:48:59+00:00,1
1066,6,2011-01-25 11:33:04+00:00,14
1066,0,2011-01-25 11:33:18+00:00,14
1066,1,2011-01-25 11:33:28+00:00,14
1066,2,2011-01-25 11:35:22+00:00,14
1066,3,2011-03-10 11:40:34+00:00,1
1067,0,2011-01-25 14:28:06+00:00,14
1067,0,2011-01-27 05:59:47+00:00,0
1067,1,2011-01-27 05:59:59+00:00,0
1067,2,2011-01-27 06:00:06+00:00,0
1067,3,2011-02-25 14:30:32+00:00,1
1068,0,2011-01-26 06:16:35+00:00,14
1068,0,2011-01-26 06:57:02+00:00,14
1068,1,2011-01-26 06:57:35+00:00,14
1068,2,2011-01-27 06:24:33+00:00,14
1068,3,2011-02-26 06:20:46+00:00,1
1069,0,2011-01-26 07:03:30+00:00,14
1069,1,2011-02-04 07:01:42+00:00,10
1069,2,2011-02-04 14:02:24+00:00,10
1069,3,2011-03-11 07:10:26+00:00,1
1070,0,2011-01-26 07:10:07+00:00,14
1070,1,2011-01-27 07:10:56+00:00,0
1070,4,2011-02-16 12:45:12+00:00,0
1070,1,2011-02-18 07:09:12+00:00,0
1070,2,2011-02-18 07:14:21+00:00,0
1070,3,2011-03-08 06:18:04+00:00,1
1071,0,2011-01-26 07:20:27+00:00,14
1071,1,2011-02-03 14:36:35+00:00,8
1071,4,2011-02-04 13:32:08+00:00,7
1071,2,2011-02-11 14:35:21+00:00,7
1071,3,2011-03-13 14:35:43+00:00,1
1072,0,2011-01-26 08:50:58+00:00,14
1072,0,2011-01-27 06:05:05+00:00,0
1072,1,2011-01-27 06:05:12+00:00,0
1072,2,2011-01-27 12:20:55+00:00,10
1072,3,2011-03-13 09:00:42+00:00,1
1073,0,2011-01-26 09:07:06+00:00,10
1073,1,2011-01-26 09:07:29+00:00,10
1073,4,2011-01-28 06:39:57+00:00,10
1073,1,2011-02-04 07:38:15+00:00,10
1073,4,2011-02-10 07:10:39+00:00,10
1073,1,2011-02-14 06:20:53+00:00,10
1073,2,2011-02-14 06:21:52+00:00,10
1073,3,2011-03-01 06:22:08+00:00,1
1074,0,2011-01-26 09:24:58+00:00,14
1074,0,2011-01-26 09:59:56+00:00,14
1074,1,2011-01-26 10:00:03+00:00,14
1074,2,2011-01-28 12:29:17+00:00,11
1074,3,2011-03-11 09:30:34+00:00,1
1075,0,2011-01-26 12:45:02+00:00,14
1075,1,2011-01-27 06:40:54+00:00,0
1075,2,2011-01-31 11:34:41+00:00,0
1075,3,2011-03-13 12:50:35+00:00,1
1076,0,2011-01-26 13:00:31+00:00,0
1076,1,2011-01-26 13:00:51+00:00,0
1076,2,2011-01-27 14:17:11+00:00,0
1076,3,2011-02-26 13:10:16+00:00,1
1077,0,2011-01-27 06:34:59+00:00,14
1077,1,2011-01-27 07:32:40+00:00,13
1077,2,2011-01-27 07:34:24+00:00,13
1077,3,2011-03-05 06:42:36+00:00,1
1078,0,2011-01-27 12:36:16+00:00,14
1078,1,2011-02-15 08:54:16+00:00,15
1078,2,2011-02-15 08:54:22+00:00,15
1078,3,2011-03-02 08:54:41+00:00,1
1079,0,2011-01-27 12:49:03+00:00,14
1079,1,2011-01-27 13:12:40+00:00,14
1079,2,2011-01-27 13:12:53+00:00,14
1079,3,2011-03-01 12:50:37+00:00,1
1080,0,2011-01-28 07:01:13+00:00,14
1080,1,2011-01-28 11:49:49+00:00,0
1080,2,2011-01-31 06:58:40+00:00,0
1080,3,2011-03-13 07:11:05+00:00,1
1081,0,2011-01-28 09:31:22+00:00,14
1081,1,2011-02-04 14:36:54+00:00,10
1081,2,2011-02-07 13:01:39+00:00,10
1081,3,2011-03-13 09:40:23+00:00,1
1082,0,2011-01-28 09:42:47+00:00,14
1082,1,2011-02-09 11:50:46+00:00,14
1082,2,2011-02-09 11:50:56+00:00,14
1082,3,2011-03-13 09:50:25+00:00,1
1083,0,2011-01-28 13:19:26+00:00,14
1083,1,2011-01-28 14:43:57+00:00,11
1083,2,2011-01-28 14:44:13+00:00,11
1083,3,2011-03-13 13:20:25+00:00,1
1084,0,2011-01-28 14:09:24+00:00,14
1084,1,2011-02-11 06:52:37+00:00,14
1084,2,2011-02-11 12:13:27+00:00,10
1084,1,2011-02-11 12:33:26+00:00,10
1084,4,2011-02-11 12:33:41+00:00,10
1084,1,2011-02-14 06:36:09+00:00,10
1084,2,2011-02-14 06:36:19+00:00,10
1084,3,2011-03-01 06:36:38+00:00,1
1085,6,2011-01-29 13:17:27+00:00,1
1085,0,2011-01-31 06:17:07+00:00,0
1085,1,2011-01-31 07:01:24+00:00,0
1085,2,2011-01-31 07:09:31+00:00,0
1085,3,2011-03-02 07:09:56+00:00,1
1086,0,2011-01-31 06:01:29+00:00,14
1086,0,2011-01-31 08:44:01+00:00,0
1086,1,2011-01-31 08:44:06+00:00,0
1086,2,2011-02-03 12:51:41+00:00,11
1086,3,2011-03-09 06:11:02+00:00,1
1087,0,2011-01-31 07:12:34+00:00,14
1087,1,2011-01-31 08:43:27+00:00,0
1087,2,2011-02-01 14:37:01+00:00,0
1087,3,2011-03-03 07:20:27+00:00,1
1088,0,2011-01-31 08:42:03+00:00,14
1088,1,2011-01-31 08:54:35+00:00,14
1088,2,2011-01-31 08:54:51+00:00,14
1088,3,2011-03-09 08:50:53+00:00,1
1089,0,2011-01-31 12:05:05+00:00,14
1089,1,2011-02-09 09:29:12+00:00,0
1089,4,2011-02-09 12:02:17+00:00,0
1089,1,2011-02-10 12:07:09+00:00,0
1089,2,2011-02-10 12:07:15+00:00,0
1089,3,2011-03-12 12:07:38+00:00,1
1090,0,2011-02-01 06:38:05+00:00,14
1090,1,2011-02-01 06:38:23+00:00,14
1090,2,2011-02-01 09:30:31+00:00,14
1090,3,2011-03-05 06:40:50+00:00,1
1091,0,2011-02-01 12:02:03+00:00,14
1091,0,2011-02-15 14:52:44+00:00,0
1091,1,2011-02-15 14:52:51+00:00,0
1091,2,2011-02-21 12:06:23+00:00,10
1091,3,2011-03-08 12:06:41+00:00,1
1092,0,2011-02-01 12:39:33+00:00,14
1092,1,2011-02-08 12:49:41+00:00,14
1092,2,2011-02-08 12:49:58+00:00,14
1092,3,2011-03-11 12:40:39+00:00,1
1093,0,2011-02-01 13:35:30+00:00,14
1093,1,2011-02-04 13:14:13+00:00,15
1093,2,2011-02-04 13:15:36+00:00,15
1093,3,2011-04-01 11:40:30+00:00,1
1094,0,2011-02-01 13:57:39+00:00,14
1094,0,2011-02-15 14:53:07+00:00,0
1094,1,2011-02-15 14:53:12+00:00,0
1094,2,2011-02-21 12:55:59+00:00,10
1094,3,2011-03-08 12:56:12+00:00,1
1095,0,2011-02-02 05:58:41+00:00,14
1095,1,2011-02-15 15:03:08+00:00,6
1095,2,2011-02-18 15:16:29+00:00,2
1095,3,2011-03-05 15:16:47+00:00,1
1096,0,2011-02-02 08:24:41+00:00,14
1096,1,2011-02-02 08:24:54+00:00,14
1096,2,2011-02-02 08:57:04+00:00,14
1096,3,2011-03-09 08:30:31+00:00,1
1097,0,2011-02-02 09:51:22+00:00,15
1097,1,2011-02-18 09:42:38+00:00,15
1097,2,2011-02-21 06:07:10+00:00,15
1097,3,2011-03-23 06:07:47+00:00,1
1098,0,2011-02-02 11:34:43+00:00,15
1098,1,2011-02-18 09:44:51+00:00,0
1098,4,2011-02-25 11:55:12+00:00,0
1098,1,2011-02-25 14:38:20+00:00,0
1098,2,2011-02-25 14:38:26+00:00,0
1098,3,2011-03-12 14:38:47+00:00,1
1099,0,2011-02-02 11:36:09+00:00,14
1099,1,2011-02-02 12:34:25+00:00,15
1099,2,2011-02-02 12:34:35+00:00,15
1099,3,2011-03-05 11:40:17+00:00,1
1100,0,2011-02-02 11:50:31+00:00,14
1100,1,2011-02-09 12:14:46+00:00,0
1100,2,2011-02-09 12:15:45+00:00,0
1100,3,2011-03-12 12:01:01+00:00,1
1101,0,2011-02-02 12:07:53+00:00,14
1101,1,2011-02-18 09:44:34+00:00,0
1101,2,2011-02-18 12:36:49+00:00,0
1101,3,2011-04-02 11:15:17+00:00,1
1102,0,2011-02-02 12:17:34+00:00,14
1102,1,2011-02-04 12:48:04+00:00,14
1102,4,2011-02-08 12:55:03+00:00,14
1102,1,2011-02-17 07:18:28+00:00,14
1102,2,2011-02-17 07:18:39+00:00,14
1102,3,2011-03-31 04:40:56+00:00,1
1103,0,2011-02-03 09:17:00+00:00,14
1103,0,2011-02-18 09:47:16+00:00,0
1103,1,2011-02-18 09:47:33+00:00,0
1103,4,2011-02-21 06:39:37+00:00,10
1103,1,2011-02-21 08:36:24+00:00,10
1103,2,2011-02-21 08:37:02+00:00,10
1103,3,2011-03-08 08:37:11+00:00,1
1104,0,2011-02-03 10:00:23+00:00,14
1104,1,2011-02-15 11:16:00+00:00,14
1104,4,2011-02-21 06:35:05+00:00,10
1104,1,2011-02-21 08:35:14+00:00,10
1104,2,2011-02-21 08:35:27+00:00,10
1104,3,2011-03-08 08:35:40+00:00,1
1105,0,2011-02-03 11:21:44+00:00,14
1105,1,2011-02-03 11:22:06+00:00,14
1105,2,2011-02-04 06:27:08+00:00,14
1105,3,2011-04-03 09:30:31+00:00,1
1106,0,2011-02-03 12:26:08+00:00,14
1106,1,2011-02-03 14:19:25+00:00,14
1106,2,2011-02-03 14:20:49+00:00,14
1106,3,2011-04-03 10:30:41+00:00,1
1107,0,2011-02-03 14:12:54+00:00,14
1107,1,2011-02-18 09:48:06+00:00,0
1107,2,2011-02-21 13:00:50+00:00,0
1107,3,2011-03-08 13:01:03+00:00,1
1108,0,2011-02-04 07:27:56+00:00,14
1108,1,2011-02-09 09:28:50+00:00,0
1108,4,2011-02-09 12:12:23+00:00,0
1108,1,2011-02-10 12:56:54+00:00,0
1108,2,2011-02-10 12:57:02+00:00,0
1108,3,2011-04-01 06:10:35+00:00,1
1109,0,2011-02-04 09:43:37+00:00,14
1109,1,2011-02-04 13:33:31+00:00,15
1109,2,2011-02-09 07:23:02+00:00,15
1109,3,2011-03-09 09:50:28+00:00,1
1110,0,2011-02-04 13:31:18+00:00,14
1110,0,2011-02-18 09:48:30+00:00,0
1110,1,2011-02-18 09:48:37+00:00,0
1110,2,2011-02-21 13:05:36+00:00,10
1110,3,2011-03-08 13:05:55+00:00,1
1111,0,2011-02-04 13:57:48+00:00,0
1111,1,2011-02-04 14:24:24+00:00,0
1111,2,2011-02-04 14:25:36+00:00,0
1111,3,2011-03-09 14:00:23+00:00,1
1112,0,2011-02-07 14:49:00+00:00,10
1112,1,2011-02-08 14:04:33+00:00,14
1112,2,2011-02-18 12:37:11+00:00,0
1112,3,2011-04-02 11:15:26+00:00,1
1113,0,2011-02-08 05:48:56+00:00,0
1113,1,2011-02-08 05:49:34+00:00,0
1113,2,2011-02-08 08:49:59+00:00,0
1113,3,2011-04-03 04:19:00+00:00,1
1114,0,2011-02-08 09:57:41+00:00,10
1114,1,2011-02-08 09:58:01+00:00,10
1114,4,2011-02-10 06:27:30+00:00,10
1114,1,2011-02-14 10:01:11+00:00,10
1114,2,2011-02-14 10:02:59+00:00,10
1114,1,2011-03-03 07:46:37+00:00,14
1114,2,2011-03-03 12:05:29+00:00,10
1114,3,2011-04-02 11:15:17+00:00,1
1115,0,2011-02-08 11:27:37+00:00,14
1115,1,2011-02-08 11:28:44+00:00,14
1115,7,2011-02-08 12:06:04+00:00,14
1115,2,2011-02-18 08:14:54+00:00,0
1115,3,2011-03-15 07:40:41+00:00,1
1116,0,2011-02-08 12:10:32+00:00,14
1116,1,2011-02-08 12:14:26+00:00,14
1116,1,2011-02-08 12:14:58+00:00,14
1116,2,2011-02-08 13:50:57+00:00,6
1116,3,2011-04-08 10:20:34+00:00,1
1117,0,2011-02-08 14:23:57+00:00,14
1117,1,2011-02-08 14:25:09+00:00,14
1117,1,2011-02-08 14:30:55+00:00,14
1117,2,2011-02-10 08:26:00+00:00,10
1117,1,2011-02-15 06:48:42+00:00,14
1117,2,2011-02-18 12:00:23+00:00,15
1117,3,2011-04-04 10:00:59+00:00,1
1118,0,2011-02-09 06:20:39+00:00,14
1118,1,2011-02-18 15:44:56+00:00,2
1118,2,2011-02-18 15:47:27+00:00,2
1118,3,2011-04-09 04:30:54+00:00,1
1119,0,2011-02-09 07:35:37+00:00,14
1119,1,2011-02-18 12:38:36+00:00,0
1119,2,2011-02-18 12:55:32+00:00,0
1119,3,2011-04-03 04:18:10+00:00,1
1120,0,2011-02-09 09:06:02+00:00,14
1120,1,2011-02-09 09:08:31+00:00,14
1120,2,2011-02-09 12:12:01+00:00,14
1120,2,2011-02-09 12:12:02+00:00,14
1120,3,2011-03-16 09:10:57+00:00,1
1121,0,2011-02-09 11:28:58+00:00,15
1121,1,2011-02-09 12:21:02+00:00,15
1121,2,2011-02-09 12:21:46+00:00,15
1121,3,2011-04-02 11:15:17+00:00,1
1122,0,2011-02-09 12:35:27+00:00,14
1122,1,2011-02-09 13:16:21+00:00,14
1122,2,2011-02-09 13:24:44+00:00,14
1122,3,2011-04-09 10:40:25+00:00,1
1123,0,2011-02-09 14:13:53+00:00,14
1123,1,2011-02-10 07:01:34+00:00,15
1123,2,2011-02-11 07:19:58+00:00,15
1123,3,2011-04-02 12:21:00+00:00,1
1124,0,2011-02-09 14:51:30+00:00,14
1124,0,2011-02-11 06:48:12+00:00,14
1124,1,2011-02-11 06:49:43+00:00,14
1124,2,2011-02-11 07:08:55+00:00,6
1124,3,2011-04-03 13:01:05+00:00,1
1125,0,2011-02-10 06:16:03+00:00,0
1125,1,2011-02-10 06:16:33+00:00,0
1125,2,2011-02-10 13:55:20+00:00,0
1125,3,2011-04-03 04:16:50+00:00,1
1126,0,2011-02-10 07:24:09+00:00,0
1126,1,2011-02-10 07:24:24+00:00,0
1126,2,2011-02-10 08:35:08+00:00,0
1126,3,2011-03-15 07:33:16+00:00,1
1127,0,2011-02-10 07:57:57+00:00,14
1127,1,2011-02-10 07:58:28+00:00,14
1127,4,2011-02-10 14:58:57+00:00,0
1127,1,2011-02-11 07:11:59+00:00,0
1127,2,2011-02-11 07:12:07+00:00,0
1127,3,2011-03-17 09:20:27+00:00,1
1128,0,2011-02-10 09:13:07+00:00,14
1128,1,2011-02-10 09:13:33+00:00,14
1128,2,2011-02-10 13:20:02+00:00,10
1128,2,2011-03-02 11:23:58+00:00,0
1128,1,2011-03-02 11:24:07+00:00,0
1128,4,2011-03-02 13:27:52+00:00,0
1128,1,2011-03-04 07:37:50+00:00,0
1128,2,2011-03-04 07:37:55+00:00,0
1128,3,2011-04-03 05:38:21+00:00,1
1129,0,2011-02-10 09:41:08+00:00,14
1129,1,2011-02-10 09:41:55+00:00,14
1129,2,2011-02-14 12:01:29+00:00,0
1129,3,2011-04-03 04:12:00+00:00,1
1130,0,2011-02-10 12:08:55+00:00,0
1130,1,2011-02-10 12:09:04+00:00,0
1130,2,2011-02-10 12:11:33+00:00,0
1130,3,2011-04-03 04:11:00+00:00,1
1131,0,2011-02-10 12:35:19+00:00,14
1131,1,2011-02-10 12:35:42+00:00,14
1131,2,2011-02-16 12:41:24+00:00,11
1131,3,2011-04-03 10:40:41+00:00,1
1132,0,2011-02-10 12:49:46+00:00,14
1132,0,2011-02-10 14:44:51+00:00,15
1132,1,2011-02-10 14:49:11+00:00,15
1132,2,2011-02-11 12:00:49+00:00,15
1132,3,2011-03-30 10:51:38+00:00,1
1133,0,2011-02-10 13:59:50+00:00,14
1133,1,2011-02-10 14:05:43+00:00,14
1133,2,2011-02-11 06:23:15+00:00,10
1133,3,2011-04-10 12:01:23+00:00,1
1134,0,2011-02-10 14:14:57+00:00,14
1134,1,2011-02-14 09:03:41+00:00,7
1134,2,2011-03-02 11:25:05+00:00,7
1134,3,2011-04-01 09:25:23+00:00,1
1135,0,2011-02-10 14:18:25+00:00,14
1135,1,2011-02-14 08:57:01+00:00,7
1135,2,2011-02-14 08:58:59+00:00,7
1135,3,2011-04-10 12:18:53+00:00,1
1136,0,2011-02-10 14:25:05+00:00,14
1136,1,2011-02-10 14:25:32+00:00,14
1136,2,2011-02-10 14:41:46+00:00,10
1136,3,2011-04-03 12:30:34+00:00,1
1137,0,2011-02-14 07:03:48+00:00,14
1137,1,2011-02-14 07:04:20+00:00,14
1137,4,2011-02-15 14:14:19+00:00,0
1137,1,2011-03-14 07:31:02+00:00,0
1137,2,2011-03-14 07:31:18+00:00,0
1137,3,2011-04-12 07:32:07+00:00,1
1138,0,2011-02-14 07:09:52+00:00,14
1138,0,2011-02-14 07:25:20+00:00,14
1138,1,2011-02-14 08:37:16+00:00,7
1138,2,2011-02-14 08:42:35+00:00,7
1138,3,2011-03-30 05:10:31+00:00,1
1139,0,2011-02-14 07:47:22+00:00,14
1139,1,2011-02-14 07:47:57+00:00,14
